incident_id,opened_date,priority,service,category,summary,description,root_cause,resolution,status,assignment_group
INC100141,21-12-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100142,18-09-2024,P4,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100143,18-12-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100144,07-04-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100145,03-12-2024,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100146,30-10-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100147,11-08-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100148,16-09-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100149,09-12-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100150,10-05-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100151,16-08-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100152,10-07-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100153,17-06-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100154,09-01-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100155,30-03-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100156,15-07-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100157,29-06-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100158,11-04-2024,P4,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100159,07-08-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100160,05-08-2024,P4,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100161,03-12-2024,P4,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100162,11-09-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100163,15-11-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100164,17-03-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100165,10-02-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100166,23-06-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100167,07-12-2024,P4,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100168,07-06-2024,P4,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100169,20-09-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100170,09-09-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
